CD_SETOR,CD_FCU,NM_FCU,CD_MUN,NM_MUN,CD_UF,NM_UF,total_fcu_mun,total_setores_mun,total_fcu_uf,total_setores_uf,total_municipios_uf
330250220000225,33025020023,Meia Noite,3302502,Magé,33,Rio de Janeiro,25,52,1724,4895,53
150140255000126,15014020057,Baixada do Guamá,1501402,Belém,15,Pará,214,1156,723,2460,43
355030822000666,35503080503,Jardim Selma II,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
130260305120439,13026030208,Novo Israel,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
292740805260388,29274080302,Fazenda Grande II,2927408,Salvador,29,Bahia,262,1822,572,2484,28
311860110010008,31186010012,Vila São Nicodemos,3118601,Contagem,31,Minas Gerais,49,102,653,1691,59
355030822000499,35503081330,Canto da Noite / Mar Desconhecido,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
355030836000075,35503080038,Tijuco Preto II,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
355100905000609,35510090028,Vila Ponte Nova,3551009,São Vicente,35,São Paulo,38,168,3123,7995,92
352590405000725,35259040005,Jardim São Camilo,3525904,Jundiaí,35,São Paulo,9,34,3123,7995,92
510340310400161,51034030019,Córrego Vassoural,5103403,Cuiabá,51,Mato Grosso,47,125,58,143,5
351350405000261,35135040012,Vila Esperança,3513504,Cubatão,35,São Paulo,12,80,3123,7995,92
260790125000052,26079010077,Compesa,2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
351060905000539,35106090082,Comunidade Porangaba / Catagua,3510609,Carapicuíba,35,São Paulo,66,133,3123,7995,92
355030830001000,35503082053,Avenida Carlos Barbosa Santos / Estrada do Schmidt,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
330260120000069,33026010023,Morro da Encrenca,3302601,Mangaratiba,33,Rio de Janeiro,12,23,1724,4895,53
330455705360154,33045570036,Timbau,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
354780905001586,35478090086,"Jardim Irene III,IV e V",3547809,Santo André,35,São Paulo,76,210,3123,7995,92
240810205090338,24081020109,Leningrado,2408102,Natal,24,Rio Grande do Norte,73,218,101,259,5
330330205000936,33033020007,Morro do Preventório,3303302,Niterói,33,Rio de Janeiro,83,209,1724,4895,53
355030843000797,35503080746,Paranapanema II,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
530010805310172,53001080021,Sol Nascente (ARIS - Sol Nascente),5300108,Brasília,53,Distrito Federal,62,349,62,349,1
292740805220710,29274080293,Pernambués,2927408,Salvador,29,Bahia,262,1822,572,2484,28
330455705080146,33045570171,Morro da Liberdade,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
310620060660298,31062000233,Zilah Spósito,3106200,Belo Horizonte,31,Minas Gerais,218,702,653,1691,59
354870805000894,35487080002,Jardim Calux,3548708,São Bernardo do Campo,35,São Paulo,94,305,3123,7995,92
150330905000042,15033090001,Boa Esperança,1503309,Igarapé-Miri,15,Pará,2,4,723,2460,43
355030881000492,35503082125,Valparaíso / Brasil Novo,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
130260305070207,13026030274,Santo Antônio,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
330455705160284,33045570017,Morro da Fé,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
530010805340014,53001080014,Vila Estrutural A,5300108,Brasília,53,Distrito Federal,62,349,62,349,1
150810005000148,15081000033,Vila Tocantins,1508100,Tucuruí,15,Pará,21,44,723,2460,43
310620060640365,31062000272,Vila Maria,3106200,Belo Horizonte,31,Minas Gerais,218,702,653,1691,59
211130005000337,21113000045,Vila Isabel Cafeteira,2111300,São Luís,21,Maranhão,100,548,198,872,14
330285815000115,33028580002,Cebinho,3302858,Mesquita,33,Rio de Janeiro,4,9,1724,4895,53
354780905000383,35478090054,Sítio dos Vianas,3547809,Santo André,35,São Paulo,76,210,3123,7995,92
310620005620116,31062000204,Santana do Cafezal,3106200,Belo Horizonte,31,Minas Gerais,218,702,653,1691,59
330455705230821,33045571180,Jardim Nossa Senhora das Graças E,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
292740805180707,29274080222,Loteamento das Mangueiras,2927408,Salvador,29,Bahia,262,1822,572,2484,28
355030843000821,35503080654,Jardim Nakamura I,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
352940105000665,35294010003,Jardim Oratório,3529401,Mauá,35,São Paulo,60,211,3123,7995,92
355030876000547,35503081088,Jardim Alzira I e II,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
291360605000018,29136060021,Santa Inês/Jamaica/Rombudo,2913606,Ilhéus,29,Bahia,22,122,572,2484,28
261160605230904,26116060874,Rua Teorônio Melo - Rua do Desterro,2611606,Recife,26,Pernambuco,295,779,849,2381,33
292740805190020,29274080274,Alto do Cemitério de Plataforma,2927408,Salvador,29,Bahia,262,1822,572,2484,28
320130805000158,32013080023,Campo Verde,3201308,Cariacica,32,Espírito Santo,79,187,516,1194,49
261070705000695,26107070017,Invasão da Paz - Engenho Maranguape,2610707,Paulista,26,Pernambuco,41,128,849,2381,33
352590405000409,35259040022,Jardim Novo Horizonte,3525904,Jundiaí,35,São Paulo,9,34,3123,7995,92
355030838000800,35503080844,Muzambinho,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
355030842000527,35503082042,Sítio Coimbra,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
411950905000097,41195090009,Jardim das Orquídea,4119509,Piraquara,41,Paraná,16,46,636,937,41
355280905000803,35528090017,Arraial Paulista,3552809,Taboão da Serra,35,São Paulo,29,92,3123,7995,92
250750705000451,25075070081,Vila Teimoso / Jardim Coqueiral / Vem-Vem / Beira Molhada I,2507507,João Pessoa,25,Paraíba,157,330,282,572,12
280480519000022,28048050018,Invasão de Borda do CJ Governador João Alves - Leste,2804805,Nossa Senhora do Socorro,28,Sergipe,44,119,185,410,12
352940105000210,35294010013,Núcleo Pedreirinha,3529401,Mauá,35,São Paulo,60,211,3123,7995,92
354850005001357,35485000067,Vila César,3548500,Santos,35,São Paulo,46,111,3123,7995,92
221100105100303,22110010192,Vila Santa Luzia,2211001,Teresina,22,Piauí,170,369,173,372,3
320500205000322,32050020048,Nova Carapina II,3205002,Serra,32,Espírito Santo,68,201,516,1194,49
330455705250191,33045570137,Morro do Dendê,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
352310705000194,35231070009,Marengo Baixo,3523107,Itaquaquecetuba,35,São Paulo,69,146,3123,7995,92
150020605000062,15002060004,Júlio César,1500206,Acará,15,Pará,8,16,723,2460,43
355030868000176,35503080180,Liviero,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
410690205080133,41069020434,Osternack,4106902,Curitiba,41,Paraná,166,254,636,937,41
291360605000334,29136060019,Princesa Isabel,2913606,Ilhéus,29,Bahia,22,122,572,2484,28
355030843000986,35503082036,Chácara Santa Maria,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
130260305090262,13026030024,São Sebastião,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
412550605000419,41255060031,Jardim União/Bandeirantes,4125506,São José dos Pinhais,41,Paraná,37,41,636,937,41
510340310430151,51034030004,Região do Passaredo,5103403,Cuiabá,51,Mato Grosso,47,125,58,143,5
292740805060439,29274080336,Vale das Pedrinhas,2927408,Salvador,29,Bahia,262,1822,572,2484,28
320460905000036,32046090004,Alvorada A,3204609,Santa Teresa,32,Espírito Santo,1,1,516,1194,49
230730405000351,23073040008,"Campo Alegre - área verde (J3, L3, M3)",2307304,Juazeiro do Norte,23,Ceará,6,18,702,1697,30
292740805260121,29274080304,Terra Nova,2927408,Salvador,29,Bahia,262,1822,572,2484,28
355280905000443,35528090002,Meyer Saporito,3552809,Taboão da Serra,35,São Paulo,29,92,3123,7995,92
230440005180282,23044000650,Rua Marcelino de Souza,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
230100017000016,23010000011,Paraíso do Eusébio I,2301000,Aquiraz,23,Ceará,6,6,702,1697,30
150140255000260,15014020011,Montese - Tucunduba I,1501402,Belém,15,Pará,214,1156,723,2460,43
351350405000119,35135040014,Pinhal do Miranda,3513504,Cubatão,35,São Paulo,12,80,3123,7995,92
150442205000250,15044220001,Agrovila Riacho Doce,1504422,Marituba,15,Pará,48,130,723,2460,43
330455705210337,33045570834,Bela Vista do Mato Alto,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
330414405060039,33041440005,Parque Ipiranga,3304144,Queimados,33,Rio de Janeiro,8,20,1724,4895,53
330455705190271,33045570248,Morro União,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
211130005001421,21113000017,Residencial Tiradentes,2111300,São Luís,21,Maranhão,100,548,198,872,14
230370915000001,23037090027,Primavera,2303709,Caucaia,23,Ceará,52,105,702,1697,30
330330205000463,33033020027,Nova Brasília,3303302,Niterói,33,Rio de Janeiro,83,209,1724,4895,53
250750705001860,25075070064,Vila do Eucalipto,2507507,João Pessoa,25,Paraíba,157,330,282,572,12
355030867000329,35503080303,Jardim São Remo,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
230440005210257,23044000322,Che Guevara,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
355030857000091,35503081058,Gentil Fabriano,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
221100105080102,22110010132,Parque Brasil I,2211001,Teresina,22,Piauí,170,369,173,372,3
355030881000400,35503080828,Jardim Felicidade / Jova Rura,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
130260305090274,13026030197,Igarapé do Petrópolis,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
410040005000174,41004000022,Jardim Areias,4100400,Almirante Tamandaré,41,Paraná,45,51,636,937,41
150810005000192,15081000013,Km 11,1508100,Tucuruí,15,Pará,21,44,723,2460,43
351350405000142,35135040002,Vila dos Pescadores,3513504,Cubatão,35,São Paulo,12,80,3123,7995,92
431440705160104,43144070042,Anchieta - Barão de Mauá,4314407,Pelotas,43,Rio Grande do Sul,36,72,481,901,53
240810205090327,24081020102,Condomínio Village de Prata,2408102,Natal,24,Rio Grande do Norte,73,218,101,259,5
150442205000109,15044220003,Dom Aristides,1504422,Marituba,15,Pará,48,130,723,2460,43
330455705150006,33045570240,Vila Turismo,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
355030805000252,35503080111,Dejanira,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
312125805000031,31212580001,Acampamento dos Sem Terra,3121258,Delta,31,Minas Gerais,2,4,653,1691,59
260790115000310,26079010059,Comunidade Vista Alegre,2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
150830805000030,15083080003,Bom Futuro,1508308,Viseu,15,Pará,2,2,723,2460,43
312980605000046,31298060003,Vila Primavera,3129806,Ibirité,31,Minas Gerais,24,72,653,1691,59
261160605190464,26116060812,Córrego da Camila,2611606,Recife,26,Pernambuco,295,779,849,2381,33
260290205000002,26029020061,Trechos Centro,2602902,Cabo de Santo Agostinho,26,Pernambuco,59,212,849,2381,33
261160605210357,26116060870,Rua Ribeiro Roma,2611606,Recife,26,Pernambuco,295,779,849,2381,33
292740805060231,29274080337,Nordeste de Amaralina,2927408,Salvador,29,Bahia,262,1822,572,2484,28
352220805000547,35222080010,Pinheirinho I,3522208,Itapecerica da Serra,35,São Paulo,20,39,3123,7995,92
314000105000085,31400010001,Alto do Rosário/Morada do Sol,3140001,Mariana,31,Minas Gerais,2,13,653,1691,59
355030887000221,35503080281,Nossa Senhora Aparecida,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
313670205170248,31367020064,Jardim da Lua,3136702,Juiz de Fora,31,Minas Gerais,37,49,653,1691,59
351870110000271,35187010075,Remanescente Gleba I - Fazenda Vargem Grande,3518701,Guarujá,35,São Paulo,55,201,3123,7995,92
330010005000226,33001000006,Cantagalo,3300100,Angra dos Reis,33,Rio de Janeiro,55,157,1724,4895,53
350970005000130,35097000024,Vila Albertina,3509700,Campos do Jordão,35,São Paulo,11,22,3123,7995,92
355030843000687,35503082214,Paranapanema V,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
431490205001078,43149020107,Vila São Vicente Mártir,4314902,Porto Alegre,43,Rio Grande do Sul,125,323,481,901,53
260790125000060,26079010077,Compesa,2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
292740805090243,29274080377,Alto do Coqueirinho,2927408,Salvador,29,Bahia,262,1822,572,2484,28
355030830001060,35503080907,Parque Cocaia VII,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
261370105000112,26137010009,Penedo,2613701,São Lourenço da Mata,26,Pernambuco,9,19,849,2381,33
280480518000109,28048050008,Invasão de Borda do CJ Marcos Freire 3,2804805,Nossa Senhora do Socorro,28,Sergipe,44,119,185,410,12
230440005200346,23044000850,Tancredo Neves,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
130260305090125,13026030257,Coroado I,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
150140255000355,15014020010,Bacia do Tucunduba-Guamá,1501402,Belém,15,Pará,214,1156,723,2460,43
150140255000492,15014020056,Estrada Nova,1501402,Belém,15,Pará,214,1156,723,2460,43
130370005000170,13037000002,Invasão,1303700,Santo Antônio do Içá,13,Amazonas,6,14,392,2019,30
311940105000158,31194010002,Morro do Carmo,3119401,Coronel Fabriciano,31,Minas Gerais,20,44,653,1691,59
250750705001836,25075070220,Rabo da gata,2507507,João Pessoa,25,Paraíba,157,330,282,572,12
350635905000409,35063590035,Chácaras Consolidado,3506359,Bertioga,35,São Paulo,24,42,3123,7995,92
230440005140128,23044000855,Coelho Neto,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
351870105000586,35187010040,Perequê,3518701,Guarujá,35,São Paulo,55,201,3123,7995,92
355030837000199,35503082149,Cidade A.E. Carvalho 5,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
355030843000559,35503082231,Paranapanema IV,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
150140255000370,15014020054,Baixada do Marco,1501402,Belém,15,Pará,214,1156,723,2460,43
150613805000180,15061380009,São José,1506138,Redenção,15,Pará,10,25,723,2460,43
260410605000120,26041060002,Vila Bonança,2604106,Caruaru,26,Pernambuco,33,66,849,2381,33
130260305060010,13026030207,Nossa Senhora Aparecida,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
130260305140108,13026030321,Loteamento João Paulo - 2ª etapa,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
320390805000069,32039080001,Área Betânia,3203908,Nova Venécia,32,Espírito Santo,5,5,516,1194,49
330020905000184,33002090011,Linha Férrea,3300209,Araruama,33,Rio de Janeiro,37,77,1724,4895,53
150080005000073,15008000092,Machado de Assis,1500800,Ananindeua,15,Pará,124,448,723,2460,43
330455705290828,33045570244,Canal das Tachas,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
354780905001839,35478090030,Bougival,3547809,Santo André,35,São Paulo,76,210,3123,7995,92
130260305120723,13026030026,Colônia Terra Nova,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
355030817000030,35503080584,Jardim Catanduva,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
310620005620662,31062000063,Nossa Senhora da Conceição,3106200,Belo Horizonte,31,Minas Gerais,218,702,653,1691,59
130370005000007,13037000001,Igarapé do Franco,1303700,Santo Antônio do Içá,13,Amazonas,6,14,392,2019,30
150553605000316,15055360008,Jardim América,1505536,Parauapebas,15,Pará,21,42,723,2460,43
330580205000463,33058020006,Rosário,3305802,Teresópolis,33,Rio de Janeiro,49,141,1724,4895,53
260790120000091,26079010033,Distrito Industrial do Curado,2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
355030824000074,35503080569,Jardim Gouveia,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
260290215000055,26029020019,Santa Rosa,2602902,Cabo de Santo Agostinho,26,Pernambuco,59,212,849,2381,33
351880005000673,35188000072,Jardim Acácio,3518800,Guarulhos,35,São Paulo,170,403,3123,7995,92
510340310430008,51034030013,Região do Residencial do Coxipó,5103403,Cuiabá,51,Mato Grosso,47,125,58,143,5
230370910000017,23037090036,Catuana,2303709,Caucaia,23,Ceará,52,105,702,1697,30
260790105000305,26079010114,Lagoa do Náutico - Santa Fé - Cajueiro Seco,2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
355030846000146,35503080543,Jardim Fim de Semana,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
292740805210144,29274080373,Liberdade,2927408,Salvador,29,Bahia,262,1822,572,2484,28
355030894000325,35503080362,Jardim Colombo,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
130260305090047,13026030272,Rua Júlio Cesar da Costa,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
130260305080083,13026030290,Igarapé da Redenção,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
130260305090289,13026030262,Japiinlândia,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
292740805070051,29274080349,Alto Formoso,2927408,Salvador,29,Bahia,262,1822,572,2484,28
354780905001511,35478090086,"Jardim Irene III,IV e V",3547809,Santo André,35,São Paulo,76,210,3123,7995,92
431350827000011,43135080002,Mariápolis,4313508,Osório,43,Rio Grande do Sul,1,1,481,901,53
130340305000199,13034030008,Pascoal Allágio,1303403,Parintins,13,Amazonas,16,37,392,2019,30
150220205000078,15022020001,CAIC,1502202,Capanema,15,Pará,15,17,723,2460,43
355030817000042,35503082213,Jardim Helga,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
261070705000776,26107070039,Nobre,2610707,Paulista,26,Pernambuco,41,128,849,2381,33
330455705250209,33045570257,Praia da Rosa,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
211130005000153,21113000008,Jaracati I,2111300,São Luís,21,Maranhão,100,548,198,872,14
411990510000014,41199050061,Ouro Verde 2,4119905,Ponta Grossa,41,Paraná,64,88,636,937,41
250750705000132,25075070063,Santa Emília de Rodat,2507507,João Pessoa,25,Paraíba,157,330,282,572,12
330455705150211,33045570160,Vila Cruzeiro,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
355030817000631,35503080594,Jardim Mitsutani,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
313170305000021,31317030003,Madre Maria de Jesus,3131703,Itabira,31,Minas Gerais,3,5,653,1691,59
330200705000280,33020070016,Avenida das Almas,3302007,Itaguaí,33,Rio de Janeiro,14,20,1724,4895,53
280030805000529,28003080016,São Conrado,2800308,Aracaju,28,Sergipe,95,226,185,410,12
260960005000674,26096000051,V8 - V9,2609600,Olinda,26,Pernambuco,66,218,849,2381,33
250180705000115,25018070007,Viveiros,2501807,Bayeux,25,Paraíba,23,38,282,572,12
270740405000014,27074040003,Lages,2707404,Porto de Pedras,27,Alagoas,3,3,251,413,17
291560105000167,29156010004,Vista da Pedra,2915601,Itamaraju,29,Bahia,2,2,572,2484,28
330630505000808,33063050003,Morro da Conquista,3306305,Volta Redonda,33,Rio de Janeiro,59,101,1724,4895,53
150140245000046,15014020220,Bengui III,1501402,Belém,15,Pará,214,1156,723,2460,43
330330205001288,33033020036,Cantagalo II,3303302,Niterói,33,Rio de Janeiro,83,209,1724,4895,53
330630505000254,33063050049,Hermes da Fonseca,3306305,Volta Redonda,33,Rio de Janeiro,59,101,1724,4895,53
150140275000152,15014020102,Nova Aliança,1501402,Belém,15,Pará,214,1156,723,2460,43
355030818000323,35503081988,Vasconcelos Chaves,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
355030830001366,35503081342,Parque Planalto I,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
330455705370188,33045570570,Bairro Carumbé,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
292740805180088,29274080162,São Marcos,2927408,Salvador,29,Bahia,262,1822,572,2484,28
330500018000063,33050000001,Beira da Lagoa de Grussaí,3305000,São João da Barra,33,Rio de Janeiro,1,3,1724,4895,53
353440105001876,35344010091,Girassois - CY,3534401,Osasco,35,São Paulo,84,204,3123,7995,92
313190105000113,31319010001,Invasão Água Limpa,3131901,Itabirito,31,Minas Gerais,2,8,653,1691,59
355030831000255,35503082076,Rua Moreira Neto,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
354780905001827,35478090128,Cruz de Malta,3547809,Santo André,35,São Paulo,76,210,3123,7995,92
260170605000159,26017060004,Comunidade João Paulo II - Cohab III,2601706,Belo Jardim,26,Pernambuco,6,7,849,2381,33
411570505000100,41157050009,Jardim Schäffer,4115705,Matinhos,41,Paraná,4,6,636,937,41
320500215000443,32050020019,José de Anchieta II,3205002,Serra,32,Espírito Santo,68,201,516,1194,49
130260305090154,13026030033,Sucupira/Monte Sião,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
355030819000644,35503080418,Jardim Comercial I,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
260790110000265,26079010095,Alto Dois Carneiros,2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
310620005620125,31062000072,Marçola,3106200,Belo Horizonte,31,Minas Gerais,218,702,653,1691,59
330455705210600,33045570014,Rio das Pedras,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
291920705000073,29192070013,Xangô - Oxalá,2919207,Lauro de Freitas,29,Bahia,35,72,572,2484,28
330455705210718,33045570822,Vila Nossa Senhora da Paz,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
240810205060077,24081020107,Jardim Primavera,2408102,Natal,24,Rio Grande do Norte,73,218,101,259,5
150680705000516,15068070036,Vista Alegre do Juá,1506807,Santarém,15,Pará,39,122,723,2460,43
230440005220216,23044000626,Rua Benedito,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
431340905000301,43134090006,Morro da Formiga,4313409,Novo Hamburgo,43,Rio Grande do Sul,54,84,481,901,53
355030822000576,35503081291,Jardim Luso,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
230370917000104,23037090062,São Miguel D,2303709,Caucaia,23,Ceará,52,105,702,1697,30
250750705000412,25075070078,Bananeiras,2507507,João Pessoa,25,Paraíba,157,330,282,572,12
330455705170385,33045570227,Bairro Ouro Preto,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
330455705220240,33045570571,Vila Piquirobi,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
293070905000316,29307090015,Ocupação Marielle Franco,2930709,Simões Filho,29,Bahia,12,18,572,2484,28
260345405060114,26034540016,Bairro dos Estados II - Avenida Pernambuco,2603454,Camaragibe,26,Pernambuco,24,46,849,2381,33
230440005140440,23044000469,Quatro Varas I,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
260790120000017,26079010056,Rua Nacional - Curado IV,2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
230440005190006,23044000710,Três Marias,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
352940105000472,35294010007,Chafik / Macuco,3529401,Mauá,35,São Paulo,60,211,3123,7995,92
291480205000440,29148020038,Santa Inês,2914802,Itabuna,29,Bahia,34,50,572,2484,28
150140260000076,15014020027,Uxiteua,1501402,Belém,15,Pará,214,1156,723,2460,43
330455705290518,33045570244,Canal das Tachas,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
291080005060266,29108000040,Renascer,2910800,Feira de Santana,29,Bahia,49,79,572,2484,28
355030803000112,35503081115,Favelinha Jardim Jaraguá,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
150140275000351,15014020001,Bacia do Una-Telégrafo,1501402,Belém,15,Pará,214,1156,723,2460,43
411820405000285,41182040034,Vale do Sol,4118204,Paranaguá,41,Paraná,42,97,636,937,41
261160605200628,26116060882,Skylab,2611606,Recife,26,Pernambuco,295,779,849,2381,33
150680705000588,15068070008,Ipanema,1506807,Santarém,15,Pará,39,122,723,2460,43
330455705310488,33045570941,Beco do Rato,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
261070705000320,26107070030,Comunidade Rua do Meio,2610707,Paulista,26,Pernambuco,41,128,849,2381,33
353440105000752,35344010156,Novo Osasco - CC,3534401,Osasco,35,São Paulo,84,204,3123,7995,92
261160605230281,26116060688,Avenida Francisco Vitoriano,2611606,Recife,26,Pernambuco,295,779,849,2381,33
412550605000362,41255060020,Jardim Ipê,4125506,São José dos Pinhais,41,Paraná,37,41,636,937,41
310620060690544,31062000073,Vila Copacabana,3106200,Belo Horizonte,31,Minas Gerais,218,702,653,1691,59
330455705210572,33045570014,Rio das Pedras,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
150140275000155,15014020102,Nova Aliança,1501402,Belém,15,Pará,214,1156,723,2460,43
292740805090088,29274080203,Alto da Invasão,2927408,Salvador,29,Bahia,262,1822,572,2484,28
330455705170739,33045570733,Santa Terezinha,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
150080005000849,15008000049,Elo Perdido I,1500800,Ananindeua,15,Pará,124,448,723,2460,43
230440005200251,23044000613,Raul Barbosa A,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
230440005180073,23044000594,Comunidade Unidos para Lutar pela Paz,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
330350005120173,33035000123,Comunidade Tancredo Neves,3303500,Nova Iguaçu,33,Rio de Janeiro,58,75,1724,4895,53
351640805000496,35164080002,Pretória,3516408,Franco da Rocha,35,São Paulo,25,49,3123,7995,92
120040105000699,12004010010,Canaã,1200401,Rio Branco,12,Acre,47,108,79,156,4
355030874000186,35503081379,Roland Berigan,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
130260305090130,13026030125,Coroado III,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
330250205000040,33025020002,Roncador,3302502,Magé,33,Rio de Janeiro,25,52,1724,4895,53
330455705110420,33045570077,Vidigal,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
261370105000175,26137010012,Umuarama,2613701,São Lourenço da Mata,26,Pernambuco,9,19,849,2381,33
355030847000276,35503082015,Rua Chubei Takagashi / Gitirana,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
110020505000141,11002050002,Nova Esperança,1100205,Porto Velho,11,Rondônia,68,115,74,122,3
330455705120051,33045570004,Barreira do Vasco,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
130260305140417,13026030079,Comunidade São Lucas,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
211130005001029,21113000018,Vila Embratel,2111300,São Luís,21,Maranhão,100,548,198,872,14
317020605002068,31702060023,Rua Nilo,3170206,Uberlândia,31,Minas Gerais,24,76,653,1691,59
260790105000219,26079010067,João de Deus - Prazeres,2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
260005405000200,26000540008,Barro Branco,2600054,Abreu e Lima,26,Pernambuco,14,28,849,2381,33
330340120000146,33034010002,Alto do Floresta,3303401,Nova Friburgo,33,Rio de Janeiro,7,20,1724,4895,53
260790110000009,26079010027,Alto São sebastião (Alto da Besta),2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
351570705000174,35157070031,Jardim Leila,3515707,Ferraz de Vasconcelos,35,São Paulo,38,85,3123,7995,92
130260305100289,13026030280,Mauazinho,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
